,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_hr,Dep_min,Arrival_hr,Arrival_min,duration_hr,duration_min
3958,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5298,27,3,6,40,12,0,5,20
3959,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13364,1,4,14,5,22,35,8,30
3960,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,12,5,6,30,16,20,9,50
3961,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13941,15,5,20,0,4,40,8,40
3962,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10919,12,6,6,45,4,25,21,40
3963,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,5,45,13,15,7,30
3964,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6790,21,3,8,35,22,20,13,45
3965,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4392,18,5,6,25,7,55,1,30
3966,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,9653,6,6,5,0,19,15,38,15
3967,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2753,21,6,5,45,7,15,1,30
3968,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,6327,18,5,19,0,11,5,16,5
3969,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11125,3,3,7,10,22,20,15,10
3970,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,6,6,22,50,19,0,20,10
3971,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,9,6,17,30,4,25,10,55
3972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6752,27,5,16,45,22,25,5,40
3973,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4423,27,5,6,5,8,50,2,45
3974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3383,21,5,11,10,13,55,2,45
3975,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,12121,15,6,13,20,7,40,18,20
3976,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9021,9,5,11,40,1,30,13,50
3977,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8266,6,6,11,40,19,15,7,35
3978,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14714,3,6,19,45,19,0,23,15
3979,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,11386,27,6,5,55,19,15,13,20
3980,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,14815,6,3,8,55,8,15,23,20
3981,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13843,6,3,9,0,4,25,19,25
3982,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7191,15,5,7,30,21,0,13,30
3983,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,6251,3,3,17,15,19,45,2,30
3984,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,9412,27,3,5,10,4,25,23,15
3985,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3815,15,3,22,20,0,40,2,20
3986,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3100,15,5,19,30,20,45,1,15
3987,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0,6216,21,6,14,40,17,50,3,10
3988,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13377,27,6,14,0,1,30,11,30
3989,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,5694,21,3,7,30,12,20,4,50
3990,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,15107,21,5,14,30,12,30,22,00
3991,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11260,9,3,23,0,19,15,20,15
3992,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9929,27,5,8,0,19,15,11,15
3993,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5642,21,3,20,40,9,25,12,45
3994,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,15078,9,5,13,0,1,30,12,30
3995,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13377,12,6,14,0,1,30,11,30
3996,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,16057,15,5,20,30,13,45,17,15
3997,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,5,45,10,45,5,00
3998,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,5678,18,3,19,35,21,5,1,30
3999,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,17703,3,3,18,0,1,35,7,35
4000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,3,6,7,10,10,5,2,55
4001,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,5562,1,4,5,50,13,15,7,25
4002,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13790,6,3,2,35,8,30,5,55
4003,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8586,1,5,16,30,8,15,15,45
4004,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11264,27,5,7,30,19,0,11,30
4005,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9663,12,5,18,55,4,40,9,45
4006,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6416,6,6,8,30,21,0,12,30
4007,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7725,9,3,16,0,21,0,5,00
4008,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13376,1,6,14,35,12,35,22,00
4009,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14231,24,3,13,55,12,0,22,5
4010,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,19828,3,3,11,30,4,25,16,55
4011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,8040,27,3,7,10,8,35,1,25
4012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,25913,1,3,17,0,19,45,2,45
4013,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,16079,21,5,9,0,19,0,10,00
4014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4937,3,3,21,5,22,25,1,20
4015,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13039,27,6,17,15,7,40,14,25
4016,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9314,1,5,20,25,14,25,18,00
4017,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,4957,27,6,17,55,22,50,4,55
4018,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14973,3,3,4,0,11,30,7,30
4019,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14571,9,6,8,25,16,20,7,55
4020,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,5224,6,5,14,25,16,55,2,30
4021,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11622,24,6,9,15,19,0,9,45
4022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3419,27,5,20,55,23,40,2,45
4023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13344,1,6,5,30,12,35,7,5
4024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6316,6,6,16,0,1,30,9,30
4025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4392,21,6,16,55,18,25,1,30
4026,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,16704,18,5,13,25,4,25,15,00
4027,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8529,12,6,18,55,12,0,17,5
4028,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,14300,12,6,12,15,12,35,24,20
4029,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7198,27,5,13,0,1,30,12,30
4030,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,14300,12,6,18,20,19,0,24,40
4031,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,3,4,18,55,22,0,3,5
4032,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3841,9,6,9,0,11,25,2,25
4033,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4030,1,5,6,0,8,45,2,45
4034,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,16079,21,5,20,55,4,25,7,30
4035,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2754,27,5,12,0,13,30,1,30
4036,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6842,3,6,5,10,10,5,4,55
4037,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,6138,24,3,9,50,12,35,2,45
4038,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12576,12,6,20,0,4,40,8,40
4039,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13067,12,5,9,35,14,25,28,50
4040,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9358,6,5,10,20,17,35,7,15
4041,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8586,9,5,8,25,4,40,20,15
4042,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5176,6,4,13,20,16,10,2,50
4043,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7480,15,6,20,40,9,25,12,45
4044,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,12723,6,6,5,50,12,30,30,40
4045,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5793,1,4,9,10,13,15,4,5
4046,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14848,12,6,9,0,19,15,10,15
4047,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10493,15,5,5,0,19,15,38,15
4048,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,11467,9,5,20,25,18,0,21,35
4049,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9719,27,5,3,50,19,15,15,25
4050,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3873,15,4,22,20,0,40,2,20
4051,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,4862,21,3,2,5,7,25,5,20
4052,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,3971,3,4,9,30,12,20,2,50
4053,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,7832,21,3,11,40,10,25,22,45
4054,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,3625,21,5,9,30,12,20,2,50
4055,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,8610,1,5,17,0,18,50,25,50
4056,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14486,21,3,9,0,15,30,6,30
4057,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3841,9,5,9,0,11,25,2,25
4058,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13941,9,5,14,5,4,40,14,35
4059,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,12,5,18,55,21,50,2,55
4060,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,12009,1,5,9,10,21,50,12,40
4061,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0,3597,21,6,8,20,10,35,2,15
4062,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,21226,3,3,16,0,1,35,9,35
4063,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10577,9,6,19,15,12,35,17,20
4064,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5320,12,5,7,35,19,25,11,50
4065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6860,21,3,7,10,10,5,2,55
4066,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,1759,21,3,22,45,0,10,1,25
4067,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12242,27,3,11,30,4,25,16,55
4068,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3841,3,6,22,20,0,40,2,20
4069,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3502,27,5,15,15,18,10,2,55
4070,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,9,5,14,5,23,35,9,30
4071,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4174,9,4,21,25,0,5,2,40
4072,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5608,9,6,10,20,17,35,7,15
4073,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9376,24,5,9,20,14,15,4,55
4074,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13584,6,5,21,10,16,20,19,10
4075,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7354,24,6,8,30,19,15,10,45
4076,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,12,5,20,0,18,15,22,15
4077,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14388,12,5,18,55,8,15,13,20
4078,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14781,18,5,5,45,16,20,10,35
4079,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,9653,27,5,12,0,19,15,7,15
4080,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,9,6,10,0,4,25,18,25
4081,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6674,6,6,6,50,22,30,15,40
4082,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7663,3,3,8,35,16,10,7,35
4083,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,4319,18,4,5,55,8,35,2,40
4084,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12373,18,5,2,15,19,0,16,45
4085,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12242,9,4,22,50,4,25,5,35
4086,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,16289,27,5,8,0,19,0,11,00
4087,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3419,3,6,20,55,23,40,2,45
4088,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,7851,1,4,8,25,16,20,7,55
4089,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,5,45,15,15,9,30
4090,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6386,15,6,2,0,7,45,5,45
4091,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,15339,27,6,23,5,4,25,29,20
4092,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2017,12,5,22,45,0,15,1,30
4093,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,16274,18,5,5,30,12,35,7,5
4094,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5947,21,3,21,5,1,45,4,40
4095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,8040,21,3,7,10,8,35,1,25
4096,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10368,12,6,9,40,12,35,26,55
4097,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8907,18,5,20,30,23,0,26,30
4098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4049,6,6,6,25,7,55,1,30
4099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,8588,3,3,10,0,12,45,2,45
4100,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,27,5,19,50,22,50,3,00
4101,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3943,6,5,21,15,0,15,3,00
4102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4483,3,5,23,55,2,45,2,50
4103,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,10151,21,5,12,0,18,30,30,30
4104,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3419,18,6,22,10,1,0,2,50
4105,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13486,18,5,10,55,7,40,20,45
4106,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,8610,9,6,20,20,18,50,22,30
4107,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3898,15,6,11,40,14,30,2,50
4108,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,15187,24,3,9,10,11,10,26,00
4109,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10278,1,3,4,55,21,20,16,25
4110,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6442,15,4,6,50,16,10,9,20
4111,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13344,3,6,5,30,12,35,7,5
4112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,5521,15,3,8,15,8,50,24,35
4113,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,3597,27,5,13,15,15,35,2,20
4114,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,11077,9,3,11,5,9,15,22,10
4115,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6673,27,3,18,0,1,35,7,35
4116,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,12392,9,6,17,15,19,15,26,00
4117,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,10366,6,3,5,55,22,0,16,5
4118,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,10703,15,6,5,15,19,15,38,00
4119,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7174,9,5,9,45,23,0,13,15
4120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,11087,18,3,22,50,9,30,10,40
4121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3383,27,4,23,55,2,45,2,50
4122,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,14960,6,6,16,45,8,55,16,10
4123,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,11467,1,5,20,25,9,45,13,20
4124,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6673,27,3,9,0,15,30,6,30
4125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3100,27,6,13,55,15,25,1,30
4126,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,16736,6,3,5,45,16,10,10,25
4127,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5117,1,4,20,40,9,25,12,45
4128,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,11093,21,3,10,45,18,50,32,5
4129,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,6354,9,6,23,30,7,45,8,15
4130,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,5674,18,3,14,10,17,10,3,00
4131,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13029,27,5,9,40,4,25,18,45
4132,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,12819,24,6,23,5,4,25,29,20
4133,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,14143,6,3,8,50,16,30,31,40
4134,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5740,18,4,8,30,11,20,2,50
4135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7646,3,3,11,40,14,35,2,55
4136,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13591,9,5,14,25,19,15,28,50
4137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3100,1,6,19,30,20,45,1,15
4138,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5406,1,4,18,15,12,35,18,20
4139,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14388,6,5,20,0,8,15,12,15
4140,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,6297,9,3,11,35,14,0,2,25
4141,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,12,5,19,50,22,50,3,00
4142,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,20694,6,3,19,10,4,25,33,15
4143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4282,21,6,4,55,7,45,2,50
4144,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13727,18,5,11,30,1,30,14,00
4145,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8614,15,6,11,25,19,15,7,50
4146,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7363,21,3,18,0,1,35,7,35
4147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,11281,15,5,22,0,19,15,21,15
4148,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4340,18,5,11,40,14,30,2,50
4149,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4778,9,3,17,15,19,55,2,40
4150,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12898,27,5,11,30,12,35,25,5
4151,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6442,15,4,8,35,16,10,7,35
4152,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14714,24,6,11,30,19,0,7,30
4153,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8018,27,6,13,15,22,30,9,15
4154,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4145,6,5,20,45,23,20,2,35
4155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4784,9,5,16,55,18,25,1,30
4156,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,11707,12,3,11,50,19,50,8,00
4157,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3815,21,3,17,15,19,45,2,30
4158,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,21130,1,3,22,0,13,20,15,20
4159,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,17024,6,3,13,0,18,50,5,50
4160,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3873,21,6,9,0,11,25,2,25
4161,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14151,6,6,17,0,19,10,26,10
4162,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4804,18,6,21,25,0,5,2,40
4163,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12898,27,5,7,5,4,25,21,20
4164,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4284,3,5,22,10,1,0,2,50
4165,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,21,4,8,20,11,20,3,00
4166,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,6114,15,3,7,30,12,20,4,50
4167,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14848,27,6,11,30,19,15,7,45
4168,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13611,6,3,4,45,15,30,10,45
4169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,8016,12,6,7,10,10,10,3,00
4170,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14571,9,6,8,25,18,15,9,50
4171,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10675,27,5,9,0,19,0,10,00
4172,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6794,21,5,4,55,11,50,6,55
4173,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6540,27,3,9,55,4,25,18,30
4174,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,7240,9,3,11,30,14,10,2,40
4175,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,8839,15,6,13,15,9,25,20,10
4176,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3873,6,6,9,0,11,25,2,25
4177,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,11596,6,6,20,0,19,15,23,15
4178,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7199,21,3,8,0,19,15,11,15
4179,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12898,1,6,7,5,12,35,5,30
